source,author,title,description,url,urlToImage,publishedAt,content,company,ticker
"{'id': 'wired', 'name': 'Wired'}",Lauren Goode,"Microsoft Duo: Price, Details, Release Date",Microsoft has had to shift its sales pitch from a “work” product to “staying home indefinitely” device.,https://www.wired.com/story/microsoft-surface-duo-price-release-date/,"https://media.wired.com/photos/5f32e4cd37e06d513ea90690/191:100/w_1280,c_limit/Gear-Duo-Hero_01.jpg",2020-08-12T13:00:00Z,"The context of these kinds of devices has changed, says Ben Arnold, consumer technology analyst at the NPD Group, which tracks US sales of electronics. Its not the one-handed emailer on the subway an… [+2086 chars]",Microsoft,MSFT
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Microsoft signals renewed interest in Windows with latest reshuffle,"Microsoft is reorganizing its Windows team again. Windows and Devices chief Panos Panay is taking on even more responsibility of Windows, during a period where Microsoft has shown a renewed focus on the operating system.",https://www.theverge.com/2020/8/7/21358339/microsoft-windows-reorg-2020-panos-panay-windows-development,https://cdn.vox-cdn.com/thumbor/mVAxlnHn2eNdvpobJ2DaVuYMy78=/0x74:1020x608/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/16292558/windowslogo_1.jpg,2020-08-07T09:51:57Z,"Panos Panay gets even more Windows responsibility
Photo by Dante DOrazio / The Verge
Microsoft is making some significant changes to the way it runs its Windows organization this week, signaling a … [+3702 chars]",Microsoft,MSFT
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Microsoft launches new Family Safety app for iOS and Android,"Microsoft is launching a new Family Safety app for iOS and Android. It’s designed for families to manage screentime and app usage. Microsoft Family Safety includes content filters, location sharing, and more.",https://www.theverge.com/2020/7/28/21344757/microsoft-family-safety-app-ios-android-download-features,https://cdn.vox-cdn.com/thumbor/waLvIqsHITaZGFKMYF3vdEU8vww=/0x50:2560x1390/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/20537474/7uVir4Q.jpg,2020-07-28T16:00:00Z,"Content filters, location sharing, and much more
Microsoft is launching a new Family Safety app for iOS and Android today. The software giant has been testing the app in recent months, and its desig… [+1932 chars]",Microsoft,MSFT
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Daily Crunch: Microsoft-TikTok acquisition inches closer to reality,"A possible Microsoft -TikTok acquisition is causing plenty of drama, we review Google’s new budget Pixel and SpaceX’s Crew Dragon returns to Earth. Here’s your Daily Crunch for August 3, 2020. Microsoft-TikTok acquisition inches closer to reality This weekend…",http://techcrunch.com/2020/08/03/daily-crunch-microsoft-tiktok-acquisition-inches-closer-to-reality/,https://techcrunch.com/wp-content/uploads/2020/07/GettyImages-1183804986.jpg?w=600,2020-08-03T22:19:37Z,"A possible Microsoft -TikTok acquisition is causing plenty of drama, we review Google’s new budget Pixel and SpaceX’s Crew Dragon returns to Earth. Here’s your Daily Crunch for August 3, 2020.
Micro… [+3796 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Jon Fingas,Microsoft stops offering 12-month Xbox Live Gold memberships,Microsoft hasn’t just discontinued most of its outgoing Xbox One consoles — it also scrapped one of the staples of online Xbox gaming. The company confirmed to TrueAchievements (via IGN) that it stopped selling 12-month Xbox Live Gold memberships. You can sti…,https://www.engadget.com/microsoft-ends-12-month-xbox-live-gold-memberships-192821957.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2020-07%2F33d5a4e0-c9e3-11ea-ab76-db002153837a&client=amp-blogside-v2&signature=ed58fafaf3f11ff2dbc69b060f9e294eaffda610,2020-07-19T19:28:21Z,Microsoft hasn’t just discontinued most of its outgoing Xbox One consoles — it also scrapped one of the staples of online Xbox gaming. The company confirmed to TrueAchievements (via IGN) that it stop… [+337 chars],Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,Microsoft outlines its plan to become carbon negative by 2030,Microsoft has revealed how it plans to fulfill its pledge to become a carbon negative company by 2030. The tech giant first announced that it intends implement aggressive measures to remove more carbon from the atmosphere than it creates back in January. It a…,https://www.engadget.com/microsoft-carbon-negative-2030-steps-093047774.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2020-03%2Fb7748150-7299-11ea-bfbe-dc5ee1ecd17b&client=amp-blogside-v2&signature=ca88259422e1984494284fd8cc061f21099b48a1,2020-07-22T09:30:47Z,"The company has also started to work on removing its historical emissions, starting by taking concrete steps to remove 1 million metric tons of carbon from the environment this fiscal year. It promis… [+937 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Jon Fingas,Scientists rename genes because Microsoft Excel reads them as dates,"Microsoft Excel’s automatic formatting is normally helpful for finishing spreadsheets quickly, but it’s proving to be an agent of chaos for geneticists. The Verge has learned that the HUGO Gene Nomenclature Committee has issued guidelines for naming human gen…",https://www.engadget.com/scientists-rename-genes-due-to-excel-151748790.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2019-03%2F007506d0-514a-11e9-bbee-0ca9f6b292a8&client=amp-blogside-v2&signature=e8df775a05ee59bbddf0ac87b64b2d1c14b8d236,2020-08-06T15:17:48Z,"There will still be a library of discarded names and symbols to help reduce confusion going forward.
The scientific community has changed gene names before, but usually to minimize false positives i… [+603 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Richard Lawler,Microsoft confirms free 'Halo Infinite' multiplayer running at 120FPS,"After a leak from an Irish retailer gave up the goods, Microsoft has confirmed the news — Halo Infinite will include a free-to-play multiplayer mode, and it’s running at 120FPS. This news wasn’t revealed during last week’s Xbox Series X gameplay showcase that…",https://www.engadget.com/halo-infinite-120fps-205131835.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-07%2F55c22980-d36f-11ea-bb7d-bc8b10437fc7&client=amp-blogside-v2&signature=eb1a1a8b304858d49db46d21873b5c600eb89571,2020-07-31T20:51:31Z,"After a leak from an Irish retailer gave up the goods, Microsoft has confirmed the news — Halo Infinite will include a free-to-play multiplayer mode, and it’s running at 120FPS. This news wasn’t reve… [+548 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Cherlynn Low,Android-plus-Windows could be just what dual-screen devices need,"Dual-screen devices have always been held back by their software. From the Kyocera Echo and the Samsung Henessy, to the ZTE Axon M and Lenovo’s Yoga Book, companies have come close to delivering a physical design that might work. But in the real-world, these …",https://www.engadget.com/microsoft-surface-duo-google-partnership-android-os-dual-screens-130039023.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-08%2Fe2a69800-dc29-11ea-be6a-6672707cb785&client=amp-blogside-v2&signature=0760a2ac0117f91329e4f92810845357bb7079f8,2020-08-12T13:01:15Z,"These features aren’t new, but Microsoft offers some fresh tweaks, like a keyboard that appears only on the screen where you tapped the input field and is aligned to the respective bezel, making the … [+2883 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Nicole Lee,Trump says TikTok has until September 15th to sell US operations or close,"According to the New York Times, President Donald Trump said at a White House briefing that TikTok must sell its US operations by September 15th, or be forced to shut down. He is open, however, to a Microsoft takeover of the outfit. He also wanted the US Trea…",https://www.engadget.com/trump-tiktok-us-microsoft-190552645.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-08%2Fdeb4b6c0-d5ba-11ea-bfbb-f2f30abff60d&client=amp-blogside-v2&signature=1e62a12995cddfb69ac825cb8d41f2aaa5e005bc,2020-08-03T19:05:52Z,"“[Microsoft] is committed to acquiring TikTok subject to a complete security review and providing proper economic benefits to the United States, including the United States Treasury,” the company sai… [+1545 chars]",Microsoft,MSFT
"{'id': 'the-verge', 'name': 'The Verge'}",Sean Hollister,"One week later, it looks like Microsoft already broke a big promise with Xbox Series X","Did Microsoft convince you that you wouldn’t need to upgrade to next-gen hardware to play Xbox Series X games? Think again: half of the new titles that Microsoft showcased at its Xbox Series X showcase today, including Forza, aren’t currently coming to Xbox O…",https://www.theverge.com/2020/7/23/21335984/microsoft-xbox-series-x-exclusive-next-gen-promise,https://cdn.vox-cdn.com/thumbor/4FinVaBj-u3cb3ASGQ-BtIP4O7Y=/0x67:2208x1223/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/20108703/Screen_Shot_2020_07_23_at_12.17.05_PM.png,2020-07-23T18:55:42Z,Did Microsoft convince you that you wouldn’t need to upgrade to next-gen hardware to play Xbox Series X games? Think again: fully half of the new titles that Microsoft showcased at its Xbox Series X … [+4778 chars],Microsoft,MSFT
"{'id': 'wired', 'name': 'Wired'}",Lauren Goode,"Apple Sets Climate Goals for 2030, Joining Amazon and Microsoft","If anything, these new initiatives show that earlier efforts just weren’t enough.",https://www.wired.com/story/apple-sets-climate-goals-for-2030/,"https://media.wired.com/photos/5f1635482c5af566ee4afdc2/191:100/w_1280,c_limit/Gear-Apple_16-inch-MacBook-Pro_111319.jpg",2020-07-21T12:00:00Z,"The fact that were in the middle of a pandemic makes it easy to forget about that other massive global emergency hanging over our heads: the climate crisis. And yet, scientists, scholars, and other B… [+4025 chars]",Microsoft,MSFT
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Matt Burns,"ByteDance and Microsoft offer deal to allow TikTok to remain in the U.S., per report","China’s ByteDance has agreed to divest its TikTok operations in the US, according to a report in Reuters. Under the deal, Microsoft would take over stewardship of the data of U.S.-based users. The deal allows another company besides Microsoft to operate TikTo…",http://techcrunch.com/2020/08/01/bytedance-and-microsoft-offer-a-deal-to-allow-tiktok-to-remain-in-the-u-s-per-report/,https://techcrunch.com/wp-content/uploads/2020/07/GettyImages-1183804986.jpg?w=600,2020-08-01T13:54:20Z,"China’s ByteDance has agreed to divest its TikTok operations in the US, according to a report in Reuters. Under the deal, Microsoft would take over stewardship of the data of U.S.-based users. The de… [+1718 chars]",Microsoft,MSFT
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Daily Crunch: Slack files antitrust complaint against Microsoft,"An antitrust battle is brewing between Microsoft and Slack, Apple continues to defend its App Store policies and Dexterity raises funding for warehouse robots. Here’s your Daily Crunch for July 22, 2020. PS: I’m going to be on vacation until Wednesday of next…",http://techcrunch.com/2020/07/22/daily-crunch-slack-microsoft-antitrust/,https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-1151015325.jpg?w=600,2020-07-22T22:16:02Z,"An antitrust battle is brewing between Microsoft and Slack, Apple continues to defend its App Store policies and Dexterity raises funding for warehouse robots. Here’s your Daily Crunch for July 22, 2… [+3374 chars]",Microsoft,MSFT
"{'id': None, 'name': 'Gizmodo.com'}",Bryan Menegus,"Microsoft's Doing the Monopoly Thing Again, Slack Says","Workplace messaging software company Slack is accusing Microsoft of monopoly behavior in an antitrust complaint filed today to European Union regulators. Unsurprisingly, the accusations hinge on the same practice that helped make Microsoft rich in the first p…",https://gizmodo.com/microsofts-doing-the-monopoly-thing-again-slack-says-1844469281,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/cqndvmjttenentlhedoi.jpg",2020-07-22T17:50:00Z,"Workplace messaging software company Slack is accusing Microsoft of monopoly behavior in an antitrust complaint filed today to European Union regulators. Unsurprisingly, the accusations hinge on the … [+2775 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Ann Smajstrla,Microsoft used hydrogen fuel cells to power a data center for two days straight,"Microsoft announced Monday that hydrogen fuel cells powered a row of its datacenter servers for 48 consecutive hours, bringing the company one step closer toward its goal of becoming “carbon negative” by 2030. Microsoft is exploring how the clean technology c…",https://www.engadget.com/microsoft-hydrogen-fuel-cells-datacenters-223319512.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-07%2F6e053b70-d04c-11ea-bfcf-ecfd3faa4fbc&client=amp-blogside-v2&signature=247b92977261882fb36d65144a6279ab7168a64e,2020-07-27T22:33:19Z,"The idea to explore hydrogen fuel cells originated in 2018, when researchers at the National Renewable Energy Laboratory in Golden, CO used a proton exchange membrane (PEM) hydrogen fuel cell to powe… [+1082 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Microsoft migrates ‘Minecraft’ from Amazon Web Services to its own Azure,"Being owned by Microsoft, you would think Minecraft developer Mojang would be all about using tools like Teams and Office. But when it comes to some of its online infrastructure, the studio has been using the platform of one of Microsoft’s main competitors: A…",https://www.engadget.com/minecraft-microsoft-azure-193642521.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-07%2F8667e680-cabc-11ea-99d7-4f893e8fe422&client=amp-blogside-v2&signature=c1259f357d990a5b3164029e198c40fdcc97aa68,2020-07-20T19:36:42Z,"""Mojang Studios has used AWS in the past, but we've been migrating all cloud services to Azure over the last few years,"" a spokesperson for the company told CNBC. ""We'll be fully transitioned to Azur… [+1437 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Microsoft will shut down the Cortana iOS and Android apps in 2021,We already knew Cortana’s days as a consumer-facing digital assistant were numbered after Microsoft said earlier this year it would remove the AI from its Android launcher app. But the company has now detailed additional cuts that users are likely to feel mor…,https://www.engadget.com/cortana-shutdown-harman-kardon-invoke-ios-android-191700426.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-07%2F45761870-d360-11ea-a8ee-eee16a603e34&client=amp-blogside-v2&signature=477fb8d9daf160358ac4c24b2a3d9c175e79165c,2020-07-31T19:17:00Z,"Microsoft's plan for Invoke speakers is likely to cause the most resentment. The company will push a firmware update to the smart device to turn it into a Bluetooth speaker. ""The firmware update will… [+1320 chars]",Microsoft,MSFT
"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,The NBA will use Microsoft Teams to virtually seat fans courtside,"When the National Basketball Association (NBA) restarts its season on July 30th, it will use Microsoft Teams to recreate the atmosphere of a packed arena without any fans physically present. As part of its ongoing partnership with Microsoft, the league plans …",https://www.engadget.com/nba-microsoft-teams-192426876.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-07%2F5f7b1920-cde1-11ea-97fd-c6db21bd56a3&client=amp-blogside-v2&signature=4fa7092f168554613170d9fe395a5407e54cd0e1,2020-07-24T19:24:26Z,The NBA is not the first league to use a video conferencing app to try its best to recreate the feeling of a packed arena in the era of COVID-19. Some leagues have even thought of more creative solut… [+703 chars],Microsoft,MSFT
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Microsoft releases Surface Duo press event video with 30 minutes of demos,"Microsoft has published a 35-minute Surface Duo press event video. It provides the best look at the Surface Duo so far, complete with Microsoft’s design decisions and the internal specs of the dual-screen hardware.",https://www.theverge.com/2020/8/13/21367929/microsoft-surface-duo-android-demo-video-press-event-design-specs,https://cdn.vox-cdn.com/thumbor/x2hfYIa-G3btdAJ22V-JAVYbDiQ=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19254773/akrales_191002_3704_0174.jpg,2020-08-13T19:52:26Z,"Photo by Amelia Holowaty Krales / The Verge

 Microsoft has published a full 35-minute Surface Duo press briefing video that it held with journalists earlier this week. Microsoft typically holds in-p… [+786 chars]",Microsoft,MSFT
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Darrell Etherington,Apple said to soon offer subscription bundles combining multiple of its services,"Apple is reportedly getting ready to launch new bundles of its various subscription services, according to Bloomberg. The bundled services packages, said to be potentially called ‘Apple One,’ will include Apple services including Apple Music, Apple Arcade, Ap…",http://techcrunch.com/2020/08/13/apple-said-to-soon-offer-subscription-bundles-combining-multiple-of-its-services/,https://techcrunch.com/wp-content/uploads/2019/09/Apple-tv-plus-launches-november-1-the-morning-show-screens-091019.jpg?w=549,2020-08-13T12:34:12Z,"Apple is reportedly getting ready to launch new bundles of its various subscription services, according to Bloomberg. The bundled services packages, said to be potentially called ‘Apple One,’ will in… [+2034 chars]",Apple,AAPL
"{'id': 'the-verge', 'name': 'The Verge'}",Taylor Lyles,Apple’s new ‘Everything Apple’ is a universal gift card for all its products,"Apple has announced the “Everything Apple” universal gift card for any purchases made directly to the tech giant. Apple previously offered two separate gift cards, Apple Store and an App Store and iTunes card, each with separate functions.",https://www.theverge.com/2020/7/31/21349447/apple-universal-gift-card-everything-app-store-itunes-icloud,https://cdn.vox-cdn.com/thumbor/AwqVkYUMBvvQbH6rjLf3r1yOBRA=/0x150:2086x1242/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/21516867/Screen_Shot_2020_07_31_at_9.57.29_AM.png,2020-07-31T15:23:26Z,"Apple previously sold two separate gift cards
If you wanted to buy yourself or someone you loved an Apple gift card, it used to be a bit complicated. Apple offered two separate gift cards: an iTunes… [+1409 chars]",Apple,AAPL
"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,Apple now offers a single gift card for digital and physical purchases,"Apple is now offering a single gift card you can use towards any of its products. The Apple Gift Card is more flexible than the company’s previous cards, since you can use it for the App Store, subscriptions or other digital goods, as well as physical items f…",https://www.engadget.com/apple-gift-card-digital-physical-purchases-app-store-apple-store-162555232.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-07%2F46558fe0-d348-11ea-b9f3-34a01b18f5f2&client=amp-blogside-v2&signature=88bf38c20c343f60e5bea207a43629497e34fb7d,2020-07-31T16:25:55Z,"Before now, the company offered two different types of gift cards, so this should simplify things and give giftees more flexibility. The App Store &amp; iTunes card used to only let you buy digital i… [+900 chars]",Apple,AAPL
"{'id': None, 'name': 'Gizmodo.com'}",Catie Keck,"Apple Renames Apple Beats 1 Apple Music 1, Not to Be Confused With Apple Music or Apple Music","Apple today announced it’s adding two new offerings to its global radio portfolio: a hits station and one for country music. Somewhat confusing for fans of its existing and immensely popular Beats 1, Apple also announced the station will be renamed Apple Musi…",https://gizmodo.com/apple-renames-apple-beats-1-apple-music-1-not-to-be-co-1844768053,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/kgpfsnanftwa9rkjlckz.jpg",2020-08-18T21:55:00Z,"Apple today announced its adding two new offerings to its global radio portfolio: a hits station and one for country music. Somewhat confusing for fans of its existing and immensely popular Beats 1, … [+1836 chars]",Apple,AAPL
"{'id': None, 'name': 'Lifehacker.com'}",David Murphy,How to Install Apple's First-Ever watchOS Public Beta,"Of all the devices to beta-test with a new operating system, the very last one on my list is my Apple Watch. I like new features, don’t get me wrong, but a buggy OS can brick your smartwatch. And since you can’t downgrade an Apple Watch, you’re either going t…",https://lifehacker.com/how-to-install-apples-first-ever-watchos-public-beta-1844676432,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/ij3mqay8gfc3x9icwjm6.jpg",2020-08-10T19:45:00Z,"Of all the devices to beta-test with a new operating system, the very last one on my list is my Apple Watch. I like new features, dont get me wrong, but a buggy OS can brick your smartwatch. And sinc… [+1889 chars]",Apple,AAPL
"{'id': 'engadget', 'name': 'Engadget'}",Christine Fisher,Epic Games offers ‘Fortnite’ discounts if you bypass Android and iOS app stores,"Beginning today, Epic Games is discounting Fortnite V-bucks and other cash purchases if players buy them through PlayStation, Xbox, Nintendo Switch, PC and Mac. The discounts are available on mobile if players use the new “Epic direct payment” option instead …",https://www.engadget.com/epic-games-fortnite-direct-payment-discounts-143422257.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-08%2Fceb426d0-dd70-11ea-aeeb-25631d860f18&client=amp-blogside-v2&signature=3d9c2ed8c511551559b0742621305187059f5c4c,2020-08-13T14:34:22Z,"Beginning today, Epic Games is discounting Fortnite V-bucks and other cash purchases if players buy them through PlayStation, Xbox, Nintendo Switch, PC and Mac. The discounts are available on mobile … [+498 chars]",Apple,AAPL
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Sarah Perez,"Apple launches Apple Music Radio with a rebranded Beats 1, plus two more stations","Apple is revamping its streaming radio service. Starting today, its flagship radio station Beats 1 will be rebranded to Apple Music 1 — a change that more closely associates the station with Apple’s subscription-based streaming music service, Apple Music. In …",http://techcrunch.com/2020/08/18/apple-launches-apple-music-radio-with-a-rebranded-beats-1-plus-two-more-stations/,https://techcrunch.com/wp-content/uploads/2020/08/Apple_announces-apple-music-radio-apple-music-1_08182020.jpg?w=400,2020-08-18T13:55:28Z,"Apple is revamping its streaming radio service. Starting today, its flagship radio station Beats 1 will be rebranded to Apple Music 1 — a change that more closely associates the station with Apple’s … [+4567 chars]",Apple,AAPL
"{'id': None, 'name': 'Lifehacker.com'}",David Murphy,Stop Apple News+ from Taking Over Your iOS or macOS,"Even if you aren’t playing around with iOS 14 or macOS Big Sur yet, there’s one setting you want to know if you’re an Apple News+ subscriber. That’s because starting with iOS 14 and macOS Big Sur, web links to news stories that you tap or click will pull up s…",https://lifehacker.com/stop-apple-news-from-taking-over-your-ios-or-macos-1844685432,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/kimihxzhax3ccfy1r218.jpg",2020-08-11T19:00:00Z,"Even if you arent playing around with iOS 14 or macOS Big Sur yet, theres one setting you want to know if youre an Apple News+ subscriber. Thats because starting with iOS 14 and macOS Big Sur, web li… [+2385 chars]",Apple,AAPL
"{'id': 'engadget', 'name': 'Engadget'}",Christine Fisher,Italy is launching an antitrust investigation into Amazon and Apple,"Amazon and Apple are facing more antitrust accusations. This time, Italy is investigating. Authorities want to know whether the two companies agreed to prevent retailers who are not part of Apple’s official program to sell Apple products and Beats headphones,…",https://www.engadget.com/amazon-apple-italy-antitrust-investigation-141046089.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2020-07%2F8f59d3b0-cc20-11ea-b6ed-fefc710c9726&client=amp-blogside-v2&signature=31766a493764ff2e434a6519840492e682c1f50e,2020-07-22T14:10:46Z,"This is certainly not the first time officials have raised concerns about the companies’ practices. In the US, Amazon, Apple, Facebook and Google are facing a federal antitrust probe, and the company… [+559 chars]",Apple,AAPL
"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,Apple countersues headphone maker Koss in AirPods patent dispute,"Apple is striking back at Koss, which filed a patent infringement lawsuit last month related to AirPods and Beats. It countersued the maker of the first stereo headphones, asking for a court to rule that Apple didn’t infringe any of the five patents as laid o…",https://www.engadget.com/apple-koss-airpods-beats-patent-lawsuit-151456927.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-08%2F59ddaf20-db18-11ea-b7cb-6923567e8178&client=amp-blogside-v2&signature=703e9c14cc918bec2c8edfb455b9d8d091f52eb0,2020-08-10T15:14:56Z,"Apple is striking back at Koss, which filed a patent infringement lawsuit last month related to AirPods and Beats. It countersued the maker of the first stereo headphones, asking for a court to rule … [+554 chars]",Apple,AAPL
"{'id': 'the-verge', 'name': 'The Verge'}",Jay Peters,Apple is now the world’s most valuable publicly traded company,"Apple is now the world’s most valuable publicly traded company, passing Saudi Arabia’s state-owned oil company Saudi Aramco. Apple now has a market valuation of $1.84 trillion, while Saudi Aramco’s is $1.76 trillion, according to CNBC.",https://www.theverge.com/2020/7/31/21350154/apple-worlds-most-valuable-company-saudi-aramco,https://cdn.vox-cdn.com/thumbor/W4T_cOXSKByy6vwN8c-FcH-1S4A=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/11477051/acastro_180604_1777_apple_wwdc_0003.jpg,2020-07-31T22:07:41Z,"Its now larger than Saudi Arabias state-owned oil company
Illustration by Alex Castro / The Verge
Apple is now the worlds most valuable publicly traded company, passing Saudi Arabias state-owned oi… [+1188 chars]",Apple,AAPL
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Lucas Matney,Epic Games launches a campaign (and lawsuit) against Apple’s App Store,"Epic Games is launching an all-out campaign against Apple and its App Store rules. Thursday morning, Epic Games introduced a new payment mechanic through a server side update that allowed gamers to purchase Fortnite’s in-game currency directly, allowing the a…",http://techcrunch.com/2020/08/13/epic-games-launches-a-campaign-and-lawsuit-against-apples-app-store/,https://techcrunch.com/wp-content/uploads/2020/08/Screen-Shot-2020-08-13-at-1.18.02-PM.jpg?w=608,2020-08-13T20:15:57Z,"Epic Games is launching an all-out campaign against Apple and its App Store rules.
Thursday morning, Epic Games introduced a new payment mechanic through a server side update that allowed gamers to … [+1956 chars]",Apple,AAPL
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Daily Crunch: Apple commits to carbon neutrality,"Apple says it’s going fully carbon neutral by 2030, Spotify adds video to its podcast strategy and the U.S. charges two alleged Chinese spies in what it describes as a global hacking campaign. Here’s your Daily Crunch for July 21, 2020. The big story: Apple c…",http://techcrunch.com/2020/07/21/daily-crunch-apple-commits-to-carbon-neutrality/,https://techcrunch.com/wp-content/uploads/2019/03/GettyImages-692648270.jpg?w=600,2020-07-21T22:10:52Z,"Apple says it’s going fully carbon neutral by 2030, Spotify adds video to its podcast strategy and the U.S. charges two alleged Chinese spies in what it describes as a global hacking campaign. Here’s… [+3303 chars]",Apple,AAPL
"{'id': 'the-verge', 'name': 'The Verge'}",Russell Brandom,Apple is not interested in buying TikTok,"Apple says it is not in talks to acquire TikTok from Chinese parent company ByteDance, and it is unlikely to pursue such a deal — after an Axios report had named the company alongside Microsoft as a potential buyer.",https://www.theverge.com/2020/8/4/21354082/apple-tiktok-acquisition-denial-targeted-ads-bytedance,https://cdn.vox-cdn.com/thumbor/bEspe2VM_QH315QC-wUtGt5WL_c=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/11477047/acastro_180604_1777_apple_wwdc_0001.jpg,2020-08-04T15:00:20Z,"An Axios report named the company as a potential suitor
Illustration by Alex Castro / The Verge
Apple says its not interested in acquiring TikTok, despite an Axios report that named the company as … [+1065 chars]",Apple,AAPL
